"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"hypothetical protein_410" 416 1070 682 908 506 653 631 548 751 483 636 942
"DUF427 domain-containing protein_2" 821 5014 4090 3569 1181 1539 1323 1057 1529 3110 4980 5870
"ACP S-malonyltransferase_2" 265 287 196 168 327 470 429 363 530 343 567 725
"thiamine pyrophosphate-dependent enzyme_2" 483 334 245 315 414 612 459 417 597 507 798 863
"BCCT family transporter_4" 181 239 163 275 156 266 220 169 241 154 201 247
"urea ABC transporter ATP-binding subunit UrtE" 46 81 58 61 37 75 65 33 88 43 57 71
"urea ABC transporter ATP-binding protein UrtD" 18 24 17 22 20 24 14 21 26 7 21 28
"urea ABC transporter permease subunit UrtC" 19 66 45 38 31 37 33 31 40 26 44 43
"urea ABC transporter permease subunit UrtB" 25 43 38 33 27 27 30 25 29 22 26 34
"urea ABC transporter substrate-binding protein" 42 97 76 98 50 86 79 75 72 53 91 115
"urease accessory protein UreD" 12 35 23 21 19 27 28 17 15 17 18 30
"urease subunit gamma" 1 1 0 1 7 4 8 7 7 3 5 10
"peptidase M23" 2 4 2 4 2 0 1 5 2 0 2 5
"urease subunit beta" 4 10 9 6 7 6 3 6 17 2 8 9
"urease subunit alpha" 22 33 27 34 35 44 35 32 34 26 26 63
"urease accessory protein UreE" 28 32 26 31 30 33 25 33 32 23 35 35
"urease accessory protein UreF" 28 29 19 36 43 61 48 43 39 22 36 57
"urease accessory protein UreG" 24 21 33 22 30 39 54 45 62 18 20 48
"hypothetical protein_411" 148 376 270 352 198 309 232 230 325 190 214 371
"toxin-activating lysine-acyltransferase" 167 271 249 209 252 320 212 206 292 172 265 409
"SGNH/GDSL hydrolase family protein" 39 73 82 68 42 77 79 83 84 42 41 80
"TonB family protein_2" 195 2658 1998 2862 492 363 1308 1524 1190 463 469 969
"biopolymer transporter ExbD_3" 136 1466 1368 1797 233 232 776 783 608 307 310 449
"MotA/TolQ/ExbB proton channel family protein_2" 108 1634 1361 2201 239 187 694 690 612 347 362 613
"hypothetical protein_412" 145 2212 1714 2940 302 233 1102 1003 926 436 449 854
"TonB-dependent receptor_2" 972 18085 15812 19149 2537 1997 8645 10281 7805 4065 4049 6633
"hemin-degrading factor" 1358 22336 16290 18619 2930 2348 9023 9872 8632 4104 4989 8569
"ABC transporter substrate-binding protein_29" 722 8596 6693 8585 1354 1063 3563 4496 3677 1596 1984 3540
"iron ABC transporter permease_5" 346 4616 3122 3051 730 608 2119 2417 2161 853 995 1828
"heme ABC transporter ATP-binding protein" 287 5786 3672 3191 871 626 2479 2558 2386 937 1199 2086
"hypothetical protein_413" 152 1279 835 707 331 333 698 849 870 195 252 461
"M48 family metallopeptidase_3" 339 772 405 284 654 825 825 756 1088 300 389 578
"HsdR family type I site-specific deoxyribonuclease" 3019 5520 4051 4275 3505 4931 4508 4655 5733 2635 3342 5193
"hypothetical protein_414" 1627 2641 1995 1338 1756 2533 2698 2236 2939 1132 1582 2350
"restriction endonuclease subunit S_2" 954 1547 1026 745 1311 1646 1826 1634 2250 763 984 1604
"type I restriction-modification system subunit M_2" 1638 1834 1242 1357 1470 2182 1939 1783 2629 1139 1463 2085
"helix-turn-helix domain-containing protein_28" 148 455 330 159 372 501 377 424 609 199 234 406
"helix-turn-helix domain-containing protein_29" 2 32 16 3 6 17 19 17 19 6 18 16
"hypothetical protein_415" 18 68 29 20 34 46 25 33 51 30 37 60
"hypothetical protein_416" 6 21 20 10 12 8 12 16 25 13 16 11
"hypothetical protein_417" 2 12 11 4 5 7 11 5 21 1 6 4
"hypothetical protein_418" 403 3657 2558 2285 495 699 1908 1754 2351 899 1219 1710
"recombinase family protein_2" 95 944 794 856 173 230 418 451 627 426 727 865
"RecQ family ATP-dependent DNA helicase" 806 3079 2435 2140 1094 2003 3566 3628 4833 1106 1341 1832
"DNA-protecting protein DprA" 1327 3670 2139 1537 1388 2025 3231 2963 4435 1309 1910 2359
"helix-turn-helix domain-containing protein_30" 42 3047 2590 1372 78 90 479 599 826 536 833 864
"tyrosine-type recombinase/integrase_3" 97 987 761 625 136 244 639 660 906 249 303 360
"LacI family DNA-binding transcriptional regulator_8" 1330 2031 1251 1115 1765 2327 2472 2147 2932 1091 1560 2328
"winged helix DNA-binding domain-containing protein" 708 485 399 440 711 974 825 863 1091 260 389 620
"acyl-CoA thioesterase_3" 66 64 49 34 104 154 116 111 205 60 88 125
"TRAP transporter large permease_6" 263 151 119 228 164 279 293 196 321 198 265 317
"TRAP transporter small permease_4" 22 23 31 50 20 46 35 35 54 26 31 51
"TRAP transporter substrate-binding protein_6" 1313 1023 798 2107 798 1310 1430 1104 1621 1229 1854 1874
"fumarylacetoacetate hydrolase family protein_3" 40 56 63 71 32 47 58 32 47 51 67 55
"diaminopimelate epimerase" 1486 2667 2040 3062 1203 1630 1214 1198 1767 1876 2690 3570
"tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB" 1123 2007 1501 2087 1250 1805 1297 1151 1857 1553 2339 3164
"chloramphenicol phosphotransferase CPT family protein_2" 97 294 195 160 147 189 177 135 211 146 205 386
"cytochrome c1" 4301 3929 2986 6344 3128 5305 3619 3107 4902 3915 4775 6905
"cytochrome b" 3910 4968 4209 6578 3453 6531 4703 3364 5347 5446 6830 8341
"ubiquinol-cytochrome c reductase iron-sulfur subunit" 3750 4358 3515 5241 3101 5727 3725 3213 4901 4512 5281 6861
"glutathione S-transferase_4" 1588 1474 965 1345 1251 1680 1528 1518 1689 876 1147 1709
"6%2C7-dimethyl-8-ribityllumazine synthase_2" 879 2158 1795 1847 812 1440 1069 845 1286 1685 1866 3511
"ATP-binding cassette domain-containing protein_21" 404 292 188 310 199 350 246 233 315 210 278 322
"thiamine/thiamine pyrophosphate ABC transporter permease ThiP" 284 151 148 347 113 244 211 135 234 124 200 224
"thiamine ABC transporter substrate binding subunit" 1122 756 713 1607 638 1398 1021 681 1060 866 1160 1034
"chorismate synthase" 1876 1597 1163 1619 1583 2488 2007 1774 2691 1152 1510 2239
"malonyl-CoA synthase" 759 918 607 662 682 935 816 769 1009 505 632 896
"DMT family transporter_25" 262 321 238 220 273 411 272 248 330 166 251 333
"MarR family transcriptional regulator_9" 127 268 206 235 215 316 244 185 291 170 262 365
"organic hydroperoxide resistance protein" 401 629 409 835 275 558 225 201 349 514 822 930
"branched-chain amino acid aminotransferase_2" 1841 3395 2400 3999 1456 2128 1700 1754 2524 1752 2468 3466
"MarR family transcriptional regulator_10" 34 106 111 203 58 83 49 62 68 100 138 137
"response regulator_10" 466 737 587 992 298 482 406 376 402 443 649 754
"histone deacetylase family protein" 516 692 562 980 353 549 454 381 561 397 567 865
"exodeoxyribonuclease VII small subunit" 709 463 314 481 417 637 489 456 678 377 438 673
"polyprenyl synthetase family protein_2" 1031 1032 844 1128 958 1425 1003 999 1303 789 1001 1386
"1-deoxy-D-xylulose-5-phosphate synthase" 2675 2343 1707 2492 2169 3427 2398 2191 3298 1939 2580 3599
"SDR family oxidoreductase_22" 579 1083 845 1141 613 912 626 549 809 670 969 1209
"class I SAM-dependent methyltransferase_11" 298 382 299 402 338 405 397 365 469 246 326 418
"crotonobetainyl-CoA hydratase" 214 190 105 268 167 164 179 181 218 126 206 270
"acetate--CoA ligase family protein" 37 29 33 37 20 37 31 29 31 30 39 32
"acyl-CoA dehydrogenase family protein_8" 27 25 22 33 13 21 16 15 12 12 14 34
"helix-turn-helix domain-containing protein_31" 76 198 112 139 84 96 78 94 108 134 241 297
"adenine deaminase" 2094 1438 1022 1480 1635 2367 1982 1895 2238 1148 1629 2182
"AMP nucleosidase" 1375 1319 1053 1222 1757 2630 2184 2009 2594 1229 1612 2460
"HU family DNA-binding protein_2" 10056 6929 4761 7765 7335 11253 8451 7831 11390 5902 8549 10915
"DMT family transporter_26" 455 208 126 154 351 483 420 312 575 188 280 381
"peptide-methionine (R)-S-oxide reductase MsrB" 466 1291 637 611 410 602 401 384 544 916 1774 1856
"peptide-methionine (S)-S-oxide reductase MsrA_1" 2714 4134 3551 3925 2429 3792 2393 2295 3511 4138 6382 7071
"hydantoinase/oxoprolinase family protein" 425 218 156 287 266 389 315 239 348 156 268 265
"tRNA epoxyqueuosine(34) reductase QueG" 1141 659 510 841 816 1140 1005 842 1131 522 795 1049
"L-threonine 3-dehydrogenase" 816 84 47 127 393 789 614 441 749 161 287 237
"glycine C-acetyltransferase" 1938 221 194 292 1119 2029 1836 1289 2199 350 536 510
"XRE family transcriptional regulator_6" 598 258 136 210 343 536 453 391 539 179 207 285
"acetyl-CoA C-acyltransferase family protein" 924 887 644 1374 1106 1573 1319 1287 1800 1424 2510 2798
"ABC transporter permease_36" 1618 645 564 1015 762 1199 1123 907 1274 558 758 888
"ABC transporter permease_37" 2036 1380 1315 1658 1940 2968 3127 2312 3144 948 1382 1729
"extracellular solute-binding protein_7" 22037 10820 8966 11203 13828 19605 17188 16556 20815 7701 10197 16121
"ABC transporter ATP-binding protein_41" 3933 4031 2782 2732 5022 6755 5896 5922 7366 2051 2770 4443
"aspartate aminotransferase family protein_4" 2987 4960 3531 6583 2798 3572 3496 3132 4394 9490 16559 17016
"GntR family transcriptional regulator_11" 465 566 299 388 393 598 578 418 687 420 740 838
"polyamine ABC transporter substrate-binding protein" 7342 7943 6014 6801 9248 12362 11488 11288 14265 7125 10777 14640
"ABC transporter ATP-binding protein_42" 1415 1117 958 1414 1912 2814 2328 2333 2945 1431 2094 2890
"ABC transporter permease subunit_7" 2276 1180 1084 1408 2145 3098 2816 2520 3318 1441 2292 3166
"glycosyltransferase family 2 protein_14" 377 379 236 351 507 656 488 453 705 248 319 420
"UDP-glucose 4-epimerase GalE" 892 786 429 627 645 885 759 616 1092 431 590 792
"UTP--glucose-1-phosphate uridylyltransferase GalU" 3009 6099 3912 5583 2737 3950 3341 3156 4596 2220 3033 4347
"3-deoxy-manno-octulosonate cytidylyltransferase" 1161 425 272 633 606 839 749 691 859 362 471 655
"3'(2')%2C5'-bisphosphate nucleotidase CysQ_2" 1762 1761 1359 1716 2159 3437 3068 2490 3570 1282 1662 2626
"ABC transporter permease_38" 408 896 656 503 560 770 759 592 936 408 630 911
"alpha-ketoglutarate-dependent dioxygenase AlkB" 77 134 94 121 88 164 125 114 152 82 74 118
"molecular chaperone DnaK" 25974 91354 79988 170273 19518 27491 23910 20634 29189 122848 184076 167051
"molecular chaperone DnaJ" 3526 4245 2825 6495 2206 3312 2739 2161 3332 6415 9833 9961
"DNA repair protein RadC" 74 155 104 138 70 106 204 184 211 39 62 79
"phosphate ABC transporter substrate-binding/OmpA family protein" 1363 1153 801 968 1012 1548 1344 1153 1736 761 1023 1342
"hypothetical protein_419" 1184 2386 1880 2534 983 1336 1632 1240 1467 719 852 1452
"preprotein translocase subunit SecA" 8919 10986 8552 13892 7518 11468 8367 8135 11202 9818 13776 17054
"peptidylprolyl isomerase_4" 1181 1143 828 1370 930 1341 1320 1082 1501 830 1176 1485
"bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ" 2278 1675 1460 2221 1654 2536 2146 1936 2560 1277 1488 2268
"8-oxo-dGTP diphosphatase MutT" 1034 639 440 732 640 1086 902 751 1111 398 507 701
"translation initiation factor IF-2" 25030 16550 11610 18649 18063 27005 22229 19627 29516 14159 18139 27867
"RNA-binding protein" 1041 1112 625 1040 932 1318 1212 957 1544 908 1345 1592
"transcription termination factor NusA" 6680 5163 3968 8396 3716 5909 4951 4188 5933 5227 6805 8285
"ribosome maturation factor RimP" 1667 1791 1246 1971 1282 2044 1784 1468 2214 1405 1805 2783
"ABC transporter substrate-binding protein_30" 1283 1606 1076 1118 959 1434 1455 1041 1399 869 1346 1486
"prolyl aminopeptidase" 2389 2465 2013 2106 1904 2625 2360 2295 2729 1190 1584 2156
"bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG" 546 1008 731 828 602 956 663 660 1032 584 848 1193
"MarR family transcriptional regulator_11" 91 115 66 126 88 129 78 83 103 76 138 203
"carbon-nitrogen hydrolase family protein_2" 1030 1903 1576 2772 883 1358 978 874 1141 2218 3280 3826
"glutaredoxin 3" 834 1884 1048 1652 742 1096 710 799 1123 1710 2488 3188
"ComF family protein" 45 77 50 85 29 41 76 66 59 23 27 37
"methyltransferase domain-containing protein_4" 746 598 495 919 507 786 421 383 703 603 913 1137
"ferrochelatase" 1194 3526 2398 2763 1350 2082 1425 1323 1846 1820 2168 3600
"aminotransferase class III-fold pyridoxal phosphate-dependent enzyme_3" 1494 1494 1087 1200 1850 2649 2144 2089 2647 927 1260 1973
"hypothetical protein_420" 2212 3718 3108 1873 2824 4713 2558 2230 3704 2561 3701 6260
"L%2CD-transpeptidase family protein_3" 1612 3904 2929 1823 2484 3712 3265 3049 3846 2010 2588 4065
"CAP domain-containing protein" 2084 2101 1624 1735 2226 3356 2854 2587 3579 1103 1292 2260
"L%2CD-transpeptidase family protein_4" 744 1916 1068 1140 1268 1710 1298 1280 1981 950 1364 1989
"ion transporter" 719 370 247 244 504 840 543 483 810 388 499 705
"class I SAM-dependent RNA methyltransferase" 1056 375 278 354 640 1153 658 592 1121 396 493 804
"ABC transporter ATP-binding protein/permease_3" 393 803 571 769 333 585 383 365 504 503 683 839
"CCA tRNA nucleotidyltransferase" 1368 1116 813 1139 1100 1697 1336 1028 1633 1200 1695 2085
"CoA pyrophosphatase" 1367 1185 1027 1841 1010 1608 1157 940 1567 1439 2001 2430
"Hsp33 family molecular chaperone HslO" 4803 5541 3740 5221 3583 5174 3630 3397 5553 6366 8840 10642
"NUDIX hydrolase_6" 217 478 321 223 313 462 308 314 539 222 296 457
"fused response regulator/phosphatase" 2859 3389 2704 3883 2631 3602 4832 3514 4611 1344 1701 2778
"Hpt domain-containing protein" 958 613 453 624 836 1059 573 615 722 448 515 935
"threonine ammonia-lyase IlvA" 525 558 304 263 449 662 651 425 776 255 442 450
"hypothetical protein_421" 365 255 127 121 311 384 386 253 514 149 214 321
"argininosuccinate synthase" 6017 4150 2933 4287 5264 7948 7563 6053 8807 3482 4083 7390
"DUF1810 domain-containing protein" 923 727 579 1016 822 1409 1043 996 1472 456 592 1031
"SCP2 sterol-binding domain-containing protein_2" 74 48 22 72 59 101 70 99 113 47 61 70
"HAD family hydrolase_3" 390 263 216 262 316 458 461 357 555 290 340 472
"D-amino acid aminotransferase" 479 380 234 466 427 659 502 490 675 363 518 673
"peptide-methionine (S)-S-oxide reductase MsrA_2" 97 451 298 411 186 267 178 173 292 636 1248 1077
"ribokinase" 719 655 452 658 745 1201 918 896 1073 641 904 1161
"NADP-dependent malic enzyme_2" 1902 1560 1207 1743 1554 2300 1975 1687 2131 1528 2016 2637
"DNA mismatch repair protein MutS" 1681 1364 1034 1266 1408 2209 1765 1704 2298 938 1167 1889
"nucleotide exchange factor GrpE" 6057 3296 2100 3203 2998 4432 3898 3348 5062 2537 3508 4962
"heat-inducible transcriptional repressor HrcA" 339 582 312 600 249 347 371 238 393 359 608 548
"ribonuclease PH" 1519 1293 813 1255 1436 1836 1769 1540 2183 848 1107 1741
"RdgB/HAM1 family non-canonical purine NTP pyrophosphatase" 943 937 761 843 964 1490 1267 1176 1650 601 751 1215
"radical SAM family heme chaperone HemW" 688 778 537 469 854 1311 1221 966 1426 412 511 835
"YbaN family protein" 76 140 105 60 157 220 199 189 230 85 90 162
"ParB/RepB/Spo0J family partition protein_2" 2735 3548 2566 2582 3132 4388 4005 3457 5092 2666 3367 5230
"AAA family ATPase_7" 1231 1963 1510 1403 1388 1924 1735 1536 2144 1150 1505 2470
"16S rRNA (guanine(527)-N(7))-methyltransferase RsmG" 160 188 112 165 98 190 136 127 200 109 146 213
"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG" 1442 2169 1635 1620 1456 2325 1871 1618 2362 1560 2050 3031
"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE" 942 775 525 714 752 1018 845 753 1214 568 884 1204
"transcription termination factor Rho" 3814 4578 3470 3943 3938 6407 6894 4674 6838 3824 4677 7509
"CopD family protein_2" 81 123 101 146 74 120 76 80 92 164 243 208
"Maf family protein_2" 634 551 420 404 501 800 651 589 874 363 489 663
"shikimate dehydrogenase" 896 715 498 424 759 1135 898 913 1166 514 573 950
"dephospho-CoA kinase" 730 336 253 301 418 612 619 409 659 261 272 450
"DNA polymerase III subunit epsilon" 452 467 302 292 452 706 587 519 788 347 424 510
"protein-export chaperone SecB" 7354 5093 3708 4242 5036 7795 5477 5583 8490 4575 6184 8851
"FxsA family protein" 1012 3638 3032 3193 999 1308 1093 873 1271 2839 4384 5062
"Tim44/TimA family putative adaptor protein" 4329 7522 5285 6084 3210 4415 3231 3180 4562 5359 8045 9904
"murein transglycosylase A" 1267 1024 714 1209 877 1431 1251 939 1355 738 1072 1318
"Smr/MutS family protein" 277 329 251 267 324 455 399 295 451 193 299 421
"alpha/beta fold hydrolase_5" 566 1041 690 789 797 1101 932 941 1234 560 685 1096
"ATP-dependent protease ATPase subunit HslU" 2922 4528 3283 4470 2520 3536 3138 2572 3585 3839 5694 7187
"hypothetical protein_422" 1695 2581 2045 3345 1301 1784 1613 1139 1678 1841 2952 3463
"ATP-dependent protease subunit HslV" 2562 3477 2983 5937 1385 2023 1617 1424 1910 2492 3786 4587
"DUF1127 domain-containing protein_5" 1004 13860 9027 9204 1596 2358 1448 1032 1675 4627 6277 10422
"Lin0512 family protein" 560 612 274 400 453 629 510 401 741 470 853 858
"thioredoxin" 7500 14451 10584 5890 9402 13488 10024 9406 14278 12702 17218 22672
"double-strand break repair helicase AddA" 1563 815 538 681 1315 1956 1519 1477 1989 574 796 1279
"double-strand break repair protein AddB" 1548 1002 715 883 1629 2355 1862 1848 2349 732 961 1460
"nucleotidyltransferase family protein_2" 318 228 169 134 298 452 403 314 441 148 187 262
"phosphotransferase_2" 505 515 454 402 645 851 775 740 971 399 489 786
"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE" 165 158 110 144 144 220 230 173 225 83 144 153
"PAS-domain containing protein_3" 3604 13116 10748 16841 4050 5479 7447 6768 8240 3152 4337 6617
"ActS/PrrB/RegB family redox-sensitive histidine kinase" 515 972 720 659 677 975 846 695 992 526 657 1054
"SCO family protein_2" 2025 1695 1376 1922 1539 2550 2395 1742 2312 1620 2170 3245
"ActR/PrrA/RegA family redox response regulator transcription factor" 1388 1633 1141 1148 1197 1814 1619 1314 1797 1072 1466 2055
"HD family hydrolase" 281 475 368 432 361 567 369 442 565 222 283 430
"hypothetical protein_423" 324 4216 3587 5155 459 608 545 369 607 1700 2778 3003
"adenosylhomocysteinase" 9665 6990 4783 8704 7102 10289 9930 8699 12720 5474 7217 10024
"PRC-barrel domain-containing protein_3" 4951 592 394 572 2413 3936 3452 2786 4165 257 368 719
"DUF2853 family protein" 4657 6252 3958 2181 4761 6504 6243 6218 7304 2413 3140 4842
"DUF1761 domain-containing protein" 99 139 90 128 85 140 113 96 130 77 147 134
"EVE domain-containing protein" 177 139 154 159 139 226 201 196 188 102 128 205
"YciI family protein_1" 172 288 204 238 208 330 267 289 294 150 242 381
"NAD(P)-dependent glycerol-3-phosphate dehydrogenase" 581 427 337 421 467 716 550 487 684 288 354 560
